id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,saleprice,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
23,7,2000,2000,0.0,2,533.0,814.0,814,1674,2,2,7,0,2.0,663.0,216000,10,0,0,1,0,0,0,0,0,1,0
2289,4,1970,1970,80.0,1,0.0,546.0,546,1092,1,1,6,0,1.0,286.0,75000,37,0,1,0,0,0,0,0,1,0,0
1156,6,1974,1974,144.0,1,800.0,1430.0,1430,1430,2,1,6,2,2.0,484.0,192000,34,0,1,0,0,0,0,0,1,0,0
2717,6,1978,1978,200.0,1,794.0,960.0,1040,1040,1,1,6,1,2.0,616.0,160500,28,0,1,0,0,0,0,0,1,0,0
2101,7,2006,2007,306.0,2,0.0,1494.0,1494,1494,2,2,7,1,3.0,840.0,279500,1,0,0,1,0,0,0,0,0,0,1
1377,5,1963,1963,0.0,1,784.0,981.0,1075,1075,1,2,6,0,2.0,440.0,148000,45,0,1,0,0,0,0,0,0,1,0
1381,5,1967,2005,0.0,1,758.0,992.0,992,992,1,2,6,0,1.0,294.0,145000,41,0,1,0,0,0,0,0,0,1,0
2502,8,1993,1993,0.0,2,1012.0,1338.0,1352,2520,2,2,10,1,3.0,796.0,310000,13,0,0,1,0,0,0,0,0,1,0
2609,6,1963,1963,379.0,1,580.0,1083.0,1146,1146,1,1,6,1,1.0,294.0,165000,43,0,1,0,0,0,0,0,1,0,0
505,8,1994,2005,528.0,2,1361.0,1629.0,1686,2448,2,2,8,1,3.0,711.0,402000,15,0,0,1,0,0,0,0,1,0,0
1126,7,2005,2005,0.0,2,0.0,1026.0,1026,1958,2,2,9,1,3.0,936.0,250000,3,0,0,1,0,0,0,0,0,1,0
2914,4,1970,1970,0.0,1,522.0,630.0,630,630,1,1,3,0,0.0,0.0,73000,36,0,1,0,0,0,0,0,0,1,0
393,5,1974,1974,0.0,1,0.0,896.0,896,1792,2,1,8,0,0.0,0.0,136000,35,0,1,0,0,0,0,0,0,1,0
2405,9,2005,2005,278.0,3,472.0,1560.0,1565,1565,2,3,6,1,2.0,556.0,282500,1,0,0,1,0,0,0,0,1,0,0
67,8,2005,2006,226.0,2,0.0,1595.0,1595,1595,2,2,6,1,3.0,880.0,221500,5,0,0,1,0,0,0,0,1,0,0
2227,4,1995,1996,0.0,1,0.0,1680.0,1680,1680,2,2,7,0,2.0,628.0,170000,12,0,0,1,0,0,0,0,0,1,0
669,6,1967,1967,0.0,0,872.0,1040.0,1040,1040,1,1,6,1,2.0,480.0,163000,42,0,1,0,0,0,0,0,0,1,0
1772,8,1995,1995,513.0,2,56.0,1318.0,1328,2531,2,2,9,1,3.0,752.0,290000,12,0,0,1,0,0,0,0,1,0,0
1775,8,1996,1997,526.0,2,1225.0,1325.0,1335,2538,2,2,8,1,3.0,933.0,330000,11,0,0,1,0,0,0,0,1,0,0
403,6,1973,1973,504.0,1,254.0,483.0,483,987,1,1,5,0,1.0,264.0,111000,36,0,1,0,0,0,0,0,1,0,0
2792,6,1999,1999,148.0,1,639.0,840.0,840,1755,2,1,7,1,2.0,530.0,214000,7,0,0,1,0,0,0,0,1,0,0
1247,5,1953,1953,84.0,1,500.0,1152.0,1152,1152,1,1,6,0,2.0,636.0,137500,55,0,1,0,0,0,0,0,1,0,0
384,7,2003,2003,0.0,2,622.0,926.0,1016,1884,2,3,7,1,2.0,581.0,240900,6,0,0,1,0,0,0,0,0,1,0
91,7,1992,1992,0.0,2,674.0,750.0,1061,1923,2,2,8,1,2.0,564.0,190000,18,0,0,1,0,0,0,0,0,1,0
863,7,2002,2002,0.0,2,1234.0,1569.0,1611,1611,2,2,6,0,3.0,1231.0,250000,7,0,0,1,0,0,0,0,0,1,0
1857,5,1976,2004,0.0,2,1157.0,1437.0,1437,1437,2,2,6,1,2.0,528.0,218000,31,0,1,0,0,0,0,0,0,1,0
1870,7,1993,1993,194.0,2,819.0,1148.0,1091,2075,2,2,8,1,2.0,473.0,255000,14,0,0,1,0,0,0,0,1,0,0
2318,7,2006,2006,27.0,2,0.0,1670.0,1670,1670,2,2,7,1,3.0,690.0,240000,0,0,0,1,0,0,0,0,1,0,0
2100,8,2006,2007,0.0,2,0.0,2140.0,2140,2140,2,2,8,0,3.0,894.0,360000,1,0,0,1,0,0,0,0,0,1,0
1213,5,1965,1999,0.0,1,633.0,1219.0,1265,1265,2,2,6,1,2.0,502.0,179900,43,0,0,1,0,0,0,0,0,1,0
2046,5,1946,1994,0.0,1,152.0,1598.0,1636,3086,3,3,12,1,0.0,0.0,200500,61,0,1,0,0,0,0,0,0,1,0
710,3,1910,1950,0.0,1,0.0,600.0,600,968,1,1,6,0,0.0,0.0,37900,99,1,0,0,0,0,0,0,0,1,0
2268,8,2001,2001,86.0,2,250.0,1267.0,1312,1312,2,2,5,0,2.0,471.0,180500,6,0,0,1,0,0,0,0,1,0,0
816,7,2000,2000,23.0,1,820.0,1168.0,1168,2787,4,1,8,2,4.0,820.0,269500,9,0,0,1,0,0,0,0,1,0,0
1616,7,2003,2003,0.0,2,0.0,847.0,847,1733,2,2,7,1,2.0,433.0,225000,4,0,0,1,0,0,0,0,0,1,0
2233,6,1940,1950,0.0,1,375.0,720.0,720,1215,1,2,6,0,2.0,720.0,141000,67,1,0,0,0,0,0,0,0,1,0
439,9,2008,2008,284.0,3,1015.0,1739.0,1743,1743,2,3,8,1,3.0,927.0,335000,1,0,0,1,0,0,0,0,0,0,1
260,5,1977,2004,0.0,2,198.0,1026.0,1026,1026,1,1,5,0,1.0,308.0,150000,33,0,1,0,0,0,0,0,0,1,0
2523,9,1981,1987,0.0,2,1810.0,1842.0,1842,1842,0,2,5,1,3.0,894.0,385000,25,0,1,0,0,0,0,0,0,1,0
627,7,1965,1990,176.0,1,454.0,768.0,1186,1986,2,1,7,3,2.0,486.0,205000,44,0,1,0,0,0,0,0,1,0,0
251,7,2006,2006,24.0,2,686.0,1187.0,1208,1208,2,2,6,0,2.0,632.0,206000,4,0,0,1,0,0,0,0,0,0,1
2163,7,2004,2004,106.0,2,0.0,1422.0,1422,1422,2,2,7,0,2.0,626.0,179600,3,0,0,1,0,0,0,0,1,0,0
2819,4,1951,1951,0.0,1,836.0,836.0,1220,1220,1,1,6,0,2.0,396.0,102000,55,0,1,0,0,0,0,0,0,1,0
1025,5,1977,1977,0.0,1,767.0,1126.0,1126,1126,2,3,6,0,2.0,540.0,175000,31,0,0,1,0,0,0,0,0,1,0
2592,5,1956,2001,0.0,1,494.0,1015.0,1384,1384,1,1,6,0,2.0,896.0,159000,50,0,1,0,0,0,0,0,0,1,0
1491,6,1976,1976,84.0,1,1033.0,1127.0,1127,1127,1,1,6,1,2.0,480.0,135000,32,0,1,0,0,0,0,0,1,0,0
2742,6,1954,1972,0.0,1,444.0,994.0,1216,1855,2,1,7,0,1.0,325.0,136900,52,0,1,0,0,0,0,0,0,1,0
2497,5,1961,1994,0.0,1,465.0,912.0,1236,1236,1,1,6,1,1.0,288.0,135000,45,0,1,0,0,0,0,0,0,1,0
495,8,1999,1999,673.0,2,1163.0,1252.0,1268,2365,2,2,8,1,3.0,856.0,337000,10,0,0,1,0,0,0,0,1,0,0
2528,6,1968,1984,220.0,1,619.0,1054.0,1512,2654,2,2,9,1,2.0,619.0,250000,38,0,1,0,0,0,0,0,1,0,0
1033,8,1996,1996,402.0,2,1023.0,1236.0,1236,2340,2,2,9,1,3.0,787.0,306000,12,0,0,1,0,0,0,0,1,0,0
764,5,1987,1988,0.0,1,1200.0,1200.0,1200,1200,3,1,5,0,0.0,0.0,179000,22,0,1,0,0,0,0,0,0,1,0
1165,7,2007,2007,0.0,2,0.0,689.0,703,1392,2,2,5,0,2.0,540.0,146000,1,0,0,1,0,0,0,0,0,1,0
2037,6,1915,1950,0.0,1,375.0,1138.0,1138,2180,1,1,7,1,2.0,720.0,161000,92,0,1,0,0,0,0,0,0,1,0
113,6,1977,2001,28.0,1,1200.0,1610.0,1610,1610,2,2,6,2,2.0,480.0,205000,33,0,0,1,0,0,0,0,1,0,0
1572,7,1986,1986,340.0,2,893.0,1277.0,1501,1501,2,2,6,1,2.0,512.0,241500,22,0,1,0,0,0,0,0,1,0,0
2052,4,1961,1961,192.0,1,903.0,1029.0,1029,1029,1,1,5,0,1.0,261.0,118500,46,0,1,0,0,0,0,1,0,0,0
2702,5,1958,1958,120.0,1,300.0,1062.0,1352,1352,1,2,6,0,1.0,288.0,130000,48,0,1,0,0,0,0,0,1,0,0
1981,5,1940,1950,279.0,1,0.0,808.0,1072,1072,1,1,5,2,2.0,379.0,130000,67,0,1,0,0,0,0,0,0,0,1
2335,10,2006,2006,734.0,3,1206.0,1850.0,1850,2698,2,3,11,1,3.0,736.0,535000,0,0,0,1,0,0,0,0,0,0,1
563,5,1962,1962,60.0,1,140.0,912.0,912,912,1,1,6,0,1.0,252.0,123000,47,0,1,0,0,0,0,0,1,0,0
1502,4,1955,1955,0.0,1,0.0,0.0,1152,1152,2,1,6,0,0.0,0.0,82000,53,0,0,1,0,0,0,0,0,1,0
1310,7,1920,1965,0.0,1,116.0,624.0,730,1450,1,1,7,0,1.0,288.0,132000,88,1,0,0,0,0,0,0,0,1,0
2598,5,1921,1968,0.0,1,0.0,1073.0,1073,1073,1,1,4,0,1.0,326.0,108480,85,1,0,0,0,0,0,0,0,1,0
2715,5,1967,1967,450.0,1,194.0,1176.0,1458,1458,1,1,7,1,2.0,512.0,165000,39,0,1,0,0,0,0,0,1,0,0
1810,7,2006,2006,170.0,2,0.0,1461.0,1486,1486,2,2,7,0,2.0,566.0,181000,1,0,0,1,0,0,0,0,1,0,0
778,5,1961,1961,0.0,1,0.0,552.0,904,1774,2,1,8,1,1.0,384.0,165000,48,0,1,0,0,0,0,0,0,1,0
339,5,1969,1969,0.0,1,476.0,864.0,864,1479,2,1,8,0,1.0,275.0,161000,41,0,1,0,0,0,0,0,0,1,0
2460,8,2006,2006,60.0,2,0.0,1504.0,1504,1504,2,2,7,0,2.0,510.0,199000,0,0,0,1,0,0,0,0,1,0,0
320,7,2002,2003,44.0,2,624.0,817.0,824,1894,2,2,8,1,2.0,510.0,214900,8,0,0,1,0,0,0,0,1,0,0
2461,8,2006,2006,0.0,2,24.0,1278.0,1278,1278,2,2,5,0,2.0,584.0,198600,0,0,0,1,0,0,0,0,0,1,0
2449,8,1998,1998,650.0,2,0.0,1141.0,1165,2263,2,2,10,1,2.0,420.0,258000,8,0,0,1,0,0,0,0,1,0,0
817,7,2000,2000,23.0,1,820.0,1168.0,1168,2787,4,1,8,2,4.0,820.0,269500,9,0,0,1,0,0,0,0,1,0,0
1096,7,2002,2002,0.0,2,0.0,707.0,707,1414,2,2,6,1,2.0,403.0,176000,6,0,0,1,0,0,0,0,0,1,0
1893,6,1964,1991,108.0,1,270.0,1302.0,1302,1302,2,2,7,0,1.0,309.0,158000,43,0,1,0,0,0,0,0,1,0,0
479,8,2002,2002,0.0,2,353.0,408.0,779,1419,2,2,7,1,2.0,527.0,184100,7,0,0,1,0,0,0,0,0,1,0
1657,6,1971,1971,176.0,1,492.0,1625.0,1220,1220,2,1,6,1,2.0,944.0,170000,36,0,1,0,0,0,0,0,1,0,0
937,6,1986,1986,242.0,1,454.0,572.0,1182,1982,2,1,6,1,2.0,501.0,208000,23,0,1,0,0,0,0,0,1,0,0
879,6,2003,2003,170.0,2,685.0,848.0,848,848,1,2,4,0,2.0,420.0,140000,6,0,0,1,0,0,0,0,1,0,0
945,8,2007,2008,174.0,3,1476.0,1596.0,1648,1648,2,3,5,1,2.0,482.0,230000,2,0,0,1,0,0,0,0,0,0,1
1010,8,1989,1989,0.0,2,319.0,1337.0,1337,1337,2,2,5,1,2.0,462.0,188500,19,0,0,1,0,0,0,0,0,1,0
2861,5,1940,1950,0.0,1,602.0,901.0,1125,1717,1,1,7,1,1.0,410.0,194000,66,0,1,0,0,0,0,0,0,1,0
1245,5,1956,1958,0.0,1,774.0,1104.0,1104,1104,1,1,5,0,1.0,384.0,133000,52,0,1,0,0,0,0,0,0,1,0
854,5,1978,1978,76.0,1,625.0,907.0,907,907,1,1,5,0,1.0,343.0,140000,31,1,0,0,0,0,0,0,1,0,0
1437,7,2000,2000,120.0,2,527.0,782.0,782,1652,2,2,6,0,2.0,532.0,207500,8,0,0,1,0,0,0,0,1,0,0
586,6,1967,1997,256.0,1,0.0,932.0,1271,2640,2,2,8,1,2.0,515.0,256900,42,0,0,1,0,0,0,0,1,0,0
1947,5,1940,1950,0.0,1,0.0,735.0,735,1034,1,1,5,0,1.0,240.0,109000,67,0,1,0,0,0,0,0,0,1,0
815,5,1979,1979,0.0,1,0.0,0.0,1513,1513,2,1,8,0,2.0,400.0,113722,30,0,0,0,1,0,0,0,0,1,0
831,8,2005,2006,76.0,2,24.0,1498.0,1498,1498,2,2,7,1,3.0,844.0,237000,4,0,0,1,0,0,0,0,0,0,1
1919,5,1963,1963,0.0,1,288.0,1053.0,1053,1053,1,2,6,0,2.0,692.0,142100,44,0,1,0,0,0,0,0,0,1,0
2306,6,1954,1954,28.0,1,468.0,1178.0,1293,1293,2,1,5,0,2.0,452.0,149900,52,0,1,0,0,0,0,0,0,0,1
430,9,2008,2008,450.0,3,1232.0,2020.0,2020,2020,2,3,7,1,3.0,896.0,404000,1,0,0,1,0,0,0,0,0,0,1
2618,7,1962,1998,0.0,1,636.0,1438.0,1900,2448,3,1,9,2,2.0,441.0,277500,44,0,1,0,0,0,0,0,0,1,0
245,6,1985,1985,336.0,2,0.0,741.0,977,1732,2,2,7,1,2.0,476.0,178000,25,0,1,0,0,0,0,0,1,0,0
462,8,2006,2006,176.0,2,863.0,1324.0,1324,1324,2,2,6,1,2.0,550.0,254000,3,0,0,1,0,0,0,0,1,0,0
182,2,1923,1970,0.0,1,0.0,678.0,832,832,1,1,5,1,2.0,780.0,12789,87,1,0,0,0,0,0,0,0,1,0
1625,7,1995,1996,38.0,1,0.0,1237.0,1253,1253,2,1,6,1,2.0,402.0,176000,12,0,0,1,0,0,0,0,1,0,0
2381,9,2006,2006,370.0,1,0.0,1249.0,1249,2596,3,2,9,0,3.0,840.0,342643,0,0,0,1,0,0,0,0,0,0,1
1827,5,1967,1967,75.0,1,599.0,876.0,902,902,1,1,6,0,1.0,288.0,125500,40,0,1,0,0,0,0,0,1,0,0
1580,6,1989,1989,128.0,1,0.0,1495.0,1495,1495,2,1,8,1,2.0,438.0,150000,19,0,1,0,0,0,0,0,1,0,0
1803,8,2007,2007,0.0,3,0.0,1574.0,1584,1584,2,3,6,1,2.0,594.0,261329,0,0,0,1,0,0,0,0,0,1,0
1132,7,2004,2005,120.0,1,680.0,1080.0,1080,1080,1,2,6,0,0.0,0.0,141000,4,0,0,1,0,0,0,0,1,0,0
1941,4,1953,1953,0.0,1,595.0,1105.0,1647,1647,1,1,6,1,1.0,280.0,153000,54,0,1,0,0,0,0,0,0,1,0
1742,7,2006,2007,72.0,2,0.0,1258.0,1258,1258,2,2,6,1,3.0,648.0,172500,1,0,0,1,0,0,0,0,1,0,0
2026,6,1915,2003,0.0,1,0.0,698.0,698,1396,1,1,7,0,1.0,384.0,153575,92,1,0,0,0,0,0,0,0,1,0
1691,9,2006,2007,315.0,3,0.0,2121.0,2121,2121,2,3,8,1,3.0,732.0,415298,1,0,0,1,0,0,0,0,1,0,0
725,6,1920,1950,0.0,0,0.0,972.0,1044,1480,1,1,6,0,1.0,207.0,119000,89,1,0,0,0,0,0,0,0,1,0
1787,8,2006,2006,410.0,2,0.0,1588.0,1588,1588,2,2,7,1,3.0,825.0,227000,1,0,0,1,0,0,0,0,0,0,1
1216,5,1959,2006,54.0,2,806.0,1053.0,1053,1053,1,2,5,0,1.0,312.0,145500,49,0,1,0,0,0,0,0,1,0,0
2654,3,1921,1950,0.0,1,416.0,492.0,492,492,1,1,3,0,1.0,200.0,61500,85,1,0,0,0,0,0,0,0,1,0
2310,7,1969,1969,434.0,1,0.0,1851.0,1851,1851,2,1,8,1,2.0,506.0,192100,37,0,1,0,0,0,0,0,1,0,0
761,6,1915,1965,0.0,1,276.0,698.0,754,1403,1,1,7,0,1.0,308.0,116000,94,0,1,0,0,0,0,0,0,1,0
1884,6,1958,1958,63.0,1,507.0,588.0,1138,1138,1,1,6,0,1.0,264.0,145000,49,0,1,0,0,0,0,0,1,0,0
449,9,2003,2003,724.0,2,1972.0,2452.0,2452,2452,2,3,10,1,3.0,886.0,445000,6,0,0,1,0,0,0,0,1,0,0
856,5,1977,2008,0.0,1,532.0,1040.0,1040,1040,2,2,5,0,2.0,484.0,150500,32,0,1,0,0,0,0,0,0,1,0
11,6,1993,1994,0.0,1,0.0,763.0,763,1655,2,1,7,1,2.0,440.0,175900,17,0,0,1,0,0,0,0,0,1,0
389,6,1974,1974,196.0,1,888.0,1116.0,1116,1116,2,1,6,1,2.0,528.0,167900,35,0,1,0,0,0,0,0,1,0,0
2415,7,2006,2006,0.0,2,0.0,879.0,879,1863,2,2,9,1,3.0,660.0,219210,0,0,0,1,0,0,0,0,0,1,0
77,6,1992,1992,0.0,2,0.0,1055.0,1055,1845,2,2,8,1,2.0,462.0,189000,18,0,0,1,0,0,0,0,0,1,0
1238,5,1957,1957,143.0,1,621.0,1176.0,1176,1176,1,1,6,2,1.0,292.0,136500,51,0,1,0,0,0,0,0,1,0,0
223,5,1966,2008,47.0,1,240.0,864.0,892,892,1,2,5,0,1.0,416.0,137900,44,0,1,0,0,0,0,0,1,0,0
723,5,1910,2006,0.0,1,247.0,1022.0,1022,1022,1,1,4,0,1.0,280.0,85000,99,1,0,0,0,0,0,0,0,1,0
2562,5,1951,1951,44.0,1,756.0,2136.0,2136,2136,2,1,7,0,2.0,528.0,137900,55,0,1,0,0,0,0,0,1,0,0
995,6,1998,1998,0.0,1,851.0,926.0,926,1604,2,1,7,0,2.0,472.0,195500,10,0,0,1,0,0,0,0,0,1,0
287,6,1915,1950,0.0,1,0.0,806.0,841,1647,1,0,6,0,1.0,216.0,128000,95,0,0,1,0,0,0,0,0,1,0
1152,5,1961,2007,0.0,1,764.0,864.0,864,864,1,2,5,1,1.0,420.0,135000,47,0,1,0,0,0,0,0,0,1,0
1449,5,1975,1975,176.0,1,294.0,1076.0,1076,1076,1,1,5,1,2.0,576.0,143195,33,0,1,0,0,0,0,0,1,0,0
1330,5,1930,1960,0.0,1,0.0,742.0,779,935,1,1,4,0,1.0,308.0,79500,78,1,0,0,0,0,0,0,0,1,0
1134,7,2003,2004,95.0,2,0.0,835.0,835,1663,2,2,8,0,2.0,478.0,192500,5,0,0,1,0,0,0,0,1,0,0
706,5,1950,1970,0.0,1,384.0,768.0,768,1328,1,1,6,0,1.0,308.0,129500,59,0,1,0,0,0,0,0,0,1,0
1617,6,1995,1996,0.0,1,0.0,806.0,806,1572,2,1,7,1,2.0,373.0,168000,12,0,0,1,0,0,0,0,0,1,0
1339,6,1939,1950,0.0,1,264.0,739.0,874,1342,2,1,7,1,1.0,240.0,105000,69,0,1,0,0,0,0,0,0,1,0
1664,6,1971,1971,0.0,1,282.0,981.0,981,981,1,1,5,0,2.0,576.0,143250,36,0,1,0,0,0,0,0,0,1,0
1433,5,1995,2006,0.0,1,0.0,1099.0,1099,1099,1,2,6,0,1.0,352.0,144000,13,0,0,1,0,0,0,0,0,1,0
75,7,1994,2002,0.0,2,695.0,948.0,1222,2110,2,2,8,2,2.0,463.0,205000,16,0,0,1,0,0,0,0,0,1,0
2255,6,1974,1974,0.0,1,924.0,970.0,1026,1026,1,1,5,1,2.0,528.0,143000,33,0,1,0,0,0,0,0,0,1,0
1170,9,2001,2001,0.0,2,964.0,1419.0,1419,1419,1,3,5,1,2.0,588.0,290000,7,0,0,1,0,0,0,0,0,1,0
45,9,2009,2010,760.0,3,2188.0,2330.0,2364,2364,2,3,11,2,3.0,820.0,611657,1,0,0,1,0,0,0,0,0,0,1
836,5,1996,1996,0.0,1,732.0,1040.0,1040,1040,1,2,6,0,2.0,576.0,152000,13,0,0,1,0,0,0,0,0,1,0
8,8,1992,1992,0.0,2,263.0,1280.0,1280,1280,2,2,5,0,2.0,506.0,191500,18,0,0,1,0,0,0,0,0,1,0
1704,8,2004,2005,344.0,2,0.0,1143.0,1143,2473,2,2,9,1,3.0,852.0,317000,3,0,0,1,0,0,0,0,1,0,0
2068,7,1940,1998,0.0,1,258.0,680.0,798,1302,1,2,6,2,1.0,224.0,165250,67,1,0,0,0,0,0,0,0,1,0
1488,5,1966,1966,0.0,1,609.0,1092.0,1092,1092,1,1,6,0,1.0,264.0,123000,42,0,1,0,0,0,0,0,0,1,0
1391,6,1956,1956,0.0,1,776.0,988.0,1188,1188,1,1,4,1,2.0,621.0,185000,52,0,1,0,0,0,0,0,0,1,0
2633,7,1962,1962,0.0,1,809.0,1045.0,1045,1045,1,1,6,0,2.0,528.0,120000,44,0,1,0,0,0,0,0,0,1,0
1872,6,1966,1966,0.0,1,792.0,1093.0,1093,1093,2,1,6,1,2.0,484.0,158500,41,0,1,0,0,0,0,0,0,1,0
1138,6,2004,2004,0.0,2,0.0,798.0,798,1640,2,2,6,0,2.0,520.0,173000,4,0,0,1,0,0,0,0,0,1,0
1899,4,1962,1962,0.0,1,0.0,0.0,1224,1224,2,1,6,0,2.0,462.0,101800,45,0,0,0,1,0,0,0,0,1,0
915,7,1936,2007,0.0,2,350.0,560.0,575,1135,1,2,6,0,2.0,576.0,155000,73,0,0,1,0,0,0,0,0,1,0
660,5,1925,1950,0.0,1,0.0,1054.0,1078,1078,1,3,6,0,1.0,264.0,125000,84,1,0,0,0,0,0,0,0,1,0
2004,4,1956,1956,1.0,1,0.0,0.0,968,968,1,1,5,0,1.0,331.0,104500,51,0,1,0,0,0,0,0,0,1,0
443,9,2004,2005,216.0,2,1170.0,1462.0,1462,2224,2,3,10,1,3.0,738.0,350000,5,0,0,1,0,0,0,0,0,0,1
2627,3,1950,1950,0.0,1,0.0,0.0,1040,1040,2,1,6,0,2.0,400.0,93500,56,0,1,0,0,0,0,0,0,1,0
1438,7,1999,1999,158.0,2,633.0,873.0,882,1790,2,2,7,0,2.0,588.0,193000,9,0,0,1,0,0,0,0,1,0,0
1525,6,1922,1994,0.0,1,0.0,588.0,1423,2555,2,1,11,1,2.0,672.0,191000,86,1,0,0,0,0,0,0,0,1,0
2644,6,1930,2005,0.0,1,0.0,813.0,813,813,1,2,5,0,1.0,270.0,110000,76,1,0,0,0,0,0,0,0,1,0
866,8,2001,2001,108.0,2,990.0,1299.0,1299,1872,2,3,7,1,2.0,531.0,261500,8,0,0,1,0,0,0,0,1,0,0
620,5,1956,1956,0.0,1,504.0,1050.0,1050,1050,1,1,5,0,1.0,338.0,128900,53,0,1,0,0,0,0,0,0,1,0
2451,9,1993,1994,738.0,2,292.0,1733.0,1933,3500,3,3,11,1,3.0,959.0,584500,13,0,0,1,0,0,0,0,1,0,0
2186,4,1954,1954,132.0,1,492.0,864.0,948,948,1,1,5,0,1.0,248.0,111000,53,0,0,1,0,0,0,0,1,0,0
2025,5,1926,1950,0.0,1,0.0,750.0,960,1316,1,1,7,0,2.0,576.0,90000,81,0,0,1,0,0,0,0,0,1,0
1916,6,1965,1979,113.0,1,187.0,1021.0,1465,2380,2,1,7,1,2.0,596.0,129000,42,0,1,0,0,0,0,1,0,0,0
1542,6,1954,2006,72.0,2,728.0,1296.0,1640,1640,1,2,7,1,2.0,924.0,224000,54,0,1,0,0,0,0,0,1,0,0
1163,6,2005,2005,0.0,2,390.0,600.0,600,1200,2,2,5,0,2.0,480.0,165000,3,0,0,1,0,0,0,0,0,1,0
205,6,1920,1993,0.0,1,0.0,662.0,662,1324,1,1,6,0,1.0,180.0,122000,90,1,0,0,0,0,0,0,0,1,0
2261,8,2006,2007,0.0,2,583.0,1546.0,1564,1564,2,3,6,1,2.0,502.0,267300,1,0,0,1,0,0,0,0,0,1,0
423,9,2008,2009,860.0,3,0.0,1926.0,1966,3140,3,3,11,2,3.0,820.0,485000,1,0,0,1,0,0,0,0,0,0,1
2687,6,1962,1962,0.0,1,0.0,1595.0,1611,2486,2,1,8,1,2.0,576.0,220000,44,0,1,0,0,0,0,0,0,1,0
1436,6,1997,1997,128.0,1,688.0,864.0,872,1771,2,2,6,0,2.0,600.0,215700,11,0,0,1,0,0,0,0,1,0,0
444,8,2004,2005,42.0,2,1039.0,1836.0,1836,1836,2,2,7,1,3.0,862.0,280000,5,0,0,1,0,0,0,0,0,0,1
1067,8,2003,2004,504.0,2,1149.0,1603.0,1575,1575,2,2,7,1,3.0,732.0,284000,5,0,0,1,0,0,0,0,1,0,0
2290,4,1970,1970,0.0,1,131.0,630.0,630,630,1,1,3,0,0.0,0.0,84500,37,0,1,0,0,0,0,0,0,1,0
168,6,1963,1984,218.0,1,717.0,1395.0,1395,1395,1,1,7,1,2.0,440.0,192000,47,0,1,0,0,0,0,0,1,0,0
2643,7,1930,1950,0.0,1,0.0,502.0,502,1004,1,2,5,1,1.0,200.0,105000,76,1,0,0,0,0,0,0,0,1,0
2802,7,2004,2005,0.0,2,24.0,1860.0,1836,1836,2,2,8,1,2.0,484.0,216837,2,0,0,1,0,0,0,0,0,1,0
1224,5,1960,1960,203.0,0,658.0,1296.0,1496,1496,2,2,6,0,2.0,450.0,141500,48,0,1,0,0,0,0,0,1,0,0
1382,5,1967,2003,0.0,1,702.0,894.0,894,894,1,2,5,0,2.0,450.0,130000,41,0,1,0,0,0,0,0,0,1,0
853,5,1978,1978,136.0,1,616.0,1040.0,1040,1040,2,1,5,0,0.0,0.0,124000,31,0,1,0,0,0,0,0,1,0,0
2237,5,1923,1999,0.0,1,548.0,859.0,942,1828,2,2,6,0,0.0,0.0,150909,84,1,0,0,0,0,0,0,0,1,0
2585,5,1952,2003,0.0,1,658.0,1008.0,1008,1008,1,1,4,0,1.0,280.0,139500,54,0,1,0,0,0,0,0,0,1,0
2193,4,1955,1955,0.0,1,682.0,864.0,864,864,1,1,5,0,2.0,528.0,79275,52,0,1,0,0,0,0,0,0,1,0
2262,8,2006,2006,32.0,2,428.0,1476.0,1484,1484,2,3,6,1,2.0,472.0,265900,1,0,0,1,0,0,0,0,1,0,0
1528,6,1930,1950,0.0,1,384.0,768.0,790,790,1,1,4,0,1.0,160.0,91000,78,1,0,0,0,0,0,0,0,1,0
370,5,1977,1977,157.0,1,400.0,1122.0,946,1934,2,1,6,1,2.0,567.0,185000,32,0,0,1,0,0,0,0,1,0,0
2629,5,1959,1959,0.0,1,179.0,1150.0,1150,1150,1,1,6,0,1.0,300.0,141000,47,0,1,0,0,0,0,0,0,1,0
1703,8,2007,2008,0.0,2,0.0,1582.0,1582,2152,2,2,7,1,2.0,728.0,260116,0,0,0,1,0,0,0,0,0,1,0
793,4,1941,1950,0.0,1,344.0,672.0,672,672,1,1,4,0,1.0,234.0,113000,68,0,1,0,0,0,0,0,0,1,0
1429,8,1995,1995,302.0,2,770.0,1401.0,1511,1511,2,2,6,1,3.0,811.0,225000,13,0,0,1,0,0,0,0,1,0,0
648,5,1945,1950,0.0,1,700.0,793.0,793,793,1,0,4,0,1.0,240.0,113000,64,0,1,0,0,0,0,0,0,1,0
279,6,1975,1975,0.0,1,528.0,1008.0,1096,1096,1,1,5,1,1.0,352.0,125200,35,0,1,0,0,0,0,0,0,1,0
1705,8,2007,2007,120.0,3,778.0,918.0,958,2100,2,3,8,2,3.0,786.0,319500,0,0,0,1,0,0,0,0,0,0,1
