id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
2602,6,1915,1950,0.0,1,338,663,774,1595,2,1.0,7,1,2,528,91,0,1,0,0,0,0,0,0,1,0
2159,7,2003,2004,0.0,2,0,847,847,1928,2,2.0,8,1,2,434,4,0,0,1,0,0,0,0,0,1,0
695,6,1910,1950,0.0,1,633,972,972,1944,2,1.0,12,0,2,324,99,0,1,0,0,0,0,0,0,1,0
1109,7,1994,1994,448.0,2,1000,1223,1223,2127,2,2.0,5,2,2,525,14,0,0,1,0,0,0,0,1,0,0
640,6,1962,1962,399.0,1,672,1362,1382,1382,1,1.0,6,1,2,884,47,0,1,0,0,0,0,0,1,0,0
1652,6,1978,1978,233.0,1,605,1032,1032,1032,2,1.0,6,1,2,564,29,0,1,0,0,0,0,0,1,0,0
2090,6,1984,1984,0.0,1,0,1105,1105,1822,2,2.0,7,1,2,515,23,0,1,0,0,0,0,0,0,1,0
1188,6,1968,1968,0.0,1,301,1740,1740,1740,1,1.0,8,1,2,512,40,0,1,0,0,0,0,0,0,1,0
2345,7,1977,1994,34.0,1,795,795,1468,2263,2,2.0,9,1,2,539,29,0,1,0,0,0,0,0,1,0,0
1059,9,2006,2006,270.0,2,1420,1850,1850,2748,2,3.0,9,1,3,850,2,0,0,1,0,0,0,0,1,0,0
2751,7,2005,2006,0.0,2,0,1308,1308,1876,2,2.0,7,0,3,848,1,0,0,1,0,0,0,0,0,1,0
128,5,1952,2002,265.0,2,670,1140,1929,2461,2,1.0,7,2,2,400,58,0,1,0,0,0,0,0,1,0,0
1523,6,1930,1950,0.0,1,281,960,960,1920,2,1.0,10,2,2,480,78,1,0,0,0,0,0,0,0,1,0
2925,5,1960,1996,0.0,1,1224,1224,1224,1224,1,1.0,7,1,2,576,46,0,1,0,0,0,0,0,0,1,0
2145,8,2004,2005,246.0,2,1464,2000,2000,2000,2,2.0,8,0,3,888,3,0,0,1,0,0,0,0,0,0,1
1121,8,2007,2008,0.0,2,24,1363,1372,1372,2,2.0,6,0,2,588,1,0,0,1,0,0,0,0,0,1,0
566,7,2004,2005,0.0,2,0,1376,1376,3005,2,2.0,9,1,3,704,5,0,0,1,0,0,0,0,0,1,0
565,7,1991,2008,196.0,2,601,975,975,1755,2,2.0,7,1,2,524,18,0,0,1,0,0,0,0,1,0,0
1331,5,1935,1950,0.0,1,175,1024,1144,1738,2,1.0,6,1,1,240,73,1,0,0,0,0,0,0,0,1,0
2928,5,1992,1992,0.0,1,337,912,970,970,1,1.0,6,0,0,0,14,0,0,1,0,0,0,0,0,1,0
156,5,1954,2003,104.0,1,320,1086,1086,1086,1,1.0,6,0,2,490,56,0,1,0,0,0,0,0,1,0,0
797,5,1949,2008,0.0,1,292,768,1148,1716,1,1.0,8,1,1,281,60,0,1,0,0,0,0,0,0,1,0
327,4,1973,1973,0.0,1,334,546,546,1092,1,1.0,6,0,1,286,37,0,1,0,0,0,0,0,0,1,0
2859,6,1920,1950,0.0,1,0,817,940,1550,1,1.0,7,1,1,318,86,0,0,1,0,0,0,0,0,1,0
1453,5,1972,1972,0.0,1,632,780,780,780,1,1.0,4,0,1,352,36,0,1,0,0,0,0,0,0,1,0
1762,8,1997,1998,515.0,2,1181,1779,1779,2551,2,2.0,8,2,3,925,10,0,0,1,0,0,0,0,1,0,0
1868,7,1972,1987,0.0,1,346,1124,1610,1610,2,2.0,8,1,2,515,35,0,1,0,0,0,0,0,0,1,0
1760,6,1999,2000,0.0,1,0,941,961,1644,2,1.0,7,1,2,460,8,0,0,1,0,0,0,0,0,1,0
1113,8,2006,2006,53.0,2,24,1574,1574,1574,2,2.0,7,1,3,824,2,0,0,1,0,0,0,0,1,0,0
1812,6,1993,1997,0.0,2,480,864,920,1820,2,2.0,7,0,2,492,14,0,0,1,0,0,0,0,0,1,0
117,6,1971,1971,0.0,1,329,715,930,1645,1,1.0,7,0,2,441,39,0,1,0,0,0,0,0,0,1,0
1142,6,1994,1998,258.0,1,1138,1408,1679,1679,2,2.0,7,1,2,575,14,0,0,1,0,0,0,0,1,0,0
2342,9,2005,2005,420.0,3,1416,1910,2000,2000,2,3.0,8,2,3,722,1,0,0,1,0,0,0,0,1,0,0
927,5,1954,1954,0.0,1,154,1112,1112,1112,1,1.0,6,1,1,390,55,1,0,0,0,0,0,0,0,1,0
2478,6,1997,1998,0.0,1,0,941,941,1837,2,1.0,7,0,2,688,9,0,0,1,0,0,0,0,0,1,0
655,3,1958,1958,0.0,1,0,792,792,792,1,1.0,4,0,1,366,51,0,1,0,0,0,0,0,0,1,0
2064,5,1966,1966,0.0,1,216,912,912,912,1,2.0,6,0,1,315,41,0,1,0,0,0,0,0,0,1,0
369,7,2005,2005,16.0,2,1274,1530,1530,1530,2,2.0,7,1,2,430,4,0,0,1,0,0,0,0,0,0,1
2239,6,1920,1950,0.0,1,0,1012,1012,1012,1,1.0,6,1,1,308,87,1,0,0,0,0,0,0,0,1,0
2732,7,1986,1986,0.0,1,1082,1453,1453,1453,1,2.0,6,1,2,445,20,0,0,1,0,0,0,0,0,1,0
1653,6,1984,1984,98.0,1,781,1153,1177,1177,2,2.0,6,0,2,495,23,0,1,0,0,0,0,0,1,0,0
959,7,2009,2009,0.0,1,0,846,846,1692,2,2.0,6,0,2,650,0,0,0,1,0,0,0,0,0,1,0
2395,8,2005,2006,142.0,2,880,1524,1544,2358,2,3.0,10,1,3,784,1,0,0,1,0,0,0,0,1,0,0
1412,5,1975,1975,0.0,1,864,864,864,864,1,1.0,4,0,0,0,33,0,0,1,0,0,0,0,0,1,0
271,8,2003,2003,171.0,2,370,1657,1668,1668,2,2.0,8,1,2,502,7,0,0,1,0,0,0,0,1,0,0
1484,6,2004,2004,205.0,2,662,848,848,848,1,2.0,3,1,2,420,4,0,0,1,0,0,0,0,1,0,0
1497,4,2005,2005,0.0,1,1024,1132,1132,1132,1,2.0,5,0,2,451,3,0,0,1,0,0,0,0,0,1,0
552,6,1981,1981,0.0,1,0,0,964,1882,2,1.0,8,2,2,612,28,0,0,0,1,0,0,0,0,1,0
2,5,1961,1961,0.0,1,468,882,896,896,1,1.0,5,0,1,730,49,0,1,0,0,0,0,0,0,1,0
1855,7,1980,1980,600.0,2,1732,2002,2362,2362,2,2.0,8,1,2,546,27,0,1,0,0,0,0,0,1,0,0
4,7,1968,1968,0.0,2,1065,2110,2110,2110,2,3.0,8,2,2,522,42,0,1,0,0,0,0,0,0,1,0
2292,6,1976,1976,0.0,1,539,1029,1062,1062,1,1.0,5,2,2,539,31,0,0,1,0,0,0,0,0,1,0
134,5,1954,1954,200.0,1,540,1268,1268,1268,1,1.0,7,1,1,244,56,0,0,1,0,0,0,0,1,0,0
646,4,1955,1955,0.0,1,0,1005,1005,1005,1,0.0,5,1,2,672,54,0,1,0,0,0,0,0,0,1,0
42,9,2005,2005,615.0,2,110,1698,1698,1698,2,3.0,7,1,3,730,5,0,0,1,0,0,0,0,1,0,0
532,7,2003,2004,0.0,2,771,1553,1553,1553,2,2.0,6,0,2,588,6,0,0,1,0,0,0,0,0,1,0
713,4,1920,2008,0.0,1,0,736,736,1452,2,1.0,8,0,0,0,89,1,0,0,0,0,0,0,0,1,0
2561,5,1951,1951,144.0,1,996,1056,1216,1216,1,1.0,7,0,1,280,55,0,1,0,0,0,0,0,0,0,1
2360,5,1969,1969,0.0,1,75,1096,1096,1096,1,1.0,6,0,1,299,37,0,1,0,0,0,0,0,0,1,0
1333,5,1941,2006,0.0,1,600,672,832,1210,1,2.0,6,0,1,240,67,0,1,0,0,0,0,0,0,1,0
1407,6,1908,1997,0.0,1,0,907,1307,2358,3,1.0,10,1,2,360,100,1,0,0,0,0,0,0,0,1,0
2892,7,1989,1990,293.0,2,965,1210,1238,2519,2,2.0,9,2,2,628,17,0,0,1,0,0,0,0,1,0,0
574,8,1999,2000,456.0,2,649,970,983,1739,2,2.0,7,0,2,480,10,0,0,1,0,0,0,0,1,0,0
1227,6,1955,1996,0.0,1,831,992,1661,1661,1,2.0,8,1,1,377,53,0,1,0,0,0,0,0,0,1,0
2591,7,1941,1963,0.0,2,0,929,2039,2039,1,1.0,7,3,3,791,65,0,1,0,0,0,0,0,0,1,0
1476,7,2004,2004,266.0,2,946,1436,1436,1436,2,2.0,8,0,2,484,4,0,0,1,0,0,0,0,1,0,0
1125,8,2003,2004,768.0,2,0,1053,1053,1992,2,2.0,9,1,2,648,5,0,0,1,0,0,0,0,1,0,0
1446,5,1977,1977,220.0,2,595,985,985,985,2,1.0,6,0,1,328,31,0,1,0,0,0,0,0,1,0,0
408,5,1972,1972,268.0,1,231,630,630,1302,2,1.0,6,0,1,264,37,0,1,0,0,0,0,0,1,0,0
1101,8,2000,2000,350.0,2,655,1145,1145,2198,2,2.0,9,1,3,836,8,0,0,1,0,0,0,0,1,0,0
2251,5,2002,2002,166.0,2,585,1441,1392,1392,2,2.0,6,1,3,650,5,0,0,1,0,0,0,0,1,0,0
373,7,1977,1977,209.0,1,822,1386,1411,1411,2,1.0,6,1,2,544,32,0,1,0,0,0,0,0,1,0,0
2554,5,1947,1950,0.0,1,0,938,1043,1043,1,1.0,5,1,1,273,59,0,1,0,0,0,0,0,0,1,0
2382,8,2004,2004,232.0,2,0,1618,1618,1618,2,2.0,6,1,3,880,2,0,0,1,0,0,0,0,1,0,0
1985,4,1900,1950,0.0,1,122,570,761,1141,1,1.0,6,0,1,252,107,1,0,0,0,0,0,0,0,1,0
519,8,2009,2009,72.0,2,936,1300,1314,1314,2,2.0,6,0,2,552,0,0,0,1,0,0,0,0,0,0,1
1093,6,2000,2000,318.0,1,0,936,962,1792,2,1.0,8,1,2,451,8,0,0,1,0,0,0,0,1,0,0
864,8,2003,2003,198.0,2,0,1068,1068,2184,2,2.0,8,1,2,570,6,0,0,1,0,0,0,0,1,0,0
2889,6,1977,1977,90.0,1,975,975,1004,1004,1,1.0,4,0,2,504,29,0,1,0,0,0,0,0,1,0,0
2308,5,1957,1957,302.0,1,1127,1617,1797,1797,1,1.0,7,1,3,963,49,0,1,0,0,0,0,0,0,0,1
986,5,1993,1995,0.0,1,732,796,796,1362,1,1.0,5,0,2,480,16,0,0,0,0,0,1,0,0,1,0
1302,5,1946,1950,0.0,1,445,904,904,1499,1,1.0,5,1,3,869,62,0,1,0,0,0,0,0,0,1,0
585,6,1972,1972,0.0,1,593,723,735,1395,1,1.0,6,1,2,497,37,0,1,0,0,0,0,0,0,1,0
2708,6,1963,2003,0.0,1,663,1059,1068,1068,1,1.0,6,0,1,264,43,0,1,0,0,0,0,0,0,1,0
147,5,1959,1959,91.0,1,936,1206,1206,1206,1,1.0,6,0,1,312,51,0,1,0,0,0,0,0,1,0,0
1441,7,2002,2002,99.0,2,922,1494,1494,1494,2,2.0,6,1,2,530,6,0,0,1,0,0,0,0,1,0,0
383,5,1976,1976,44.0,1,381,780,1088,1868,2,2.0,9,1,2,484,33,0,1,0,0,0,0,0,1,0,0
285,5,1957,2002,145.0,1,383,1216,1526,1526,1,1.0,7,1,1,364,53,0,1,0,0,0,0,0,0,0,1
181,5,1920,1962,0.0,1,176,1008,1060,1245,1,1.0,6,0,1,315,90,1,0,0,0,0,0,0,0,1,0
358,6,1993,1993,68.0,3,310,680,680,1470,2,1.0,6,1,2,420,16,0,0,1,0,0,0,0,1,0,0
780,5,1956,1956,366.0,1,0,825,2071,2071,1,1.0,9,1,1,336,53,0,1,0,0,0,0,0,1,0,0
258,7,1997,1998,0.0,1,353,878,892,1692,2,1.0,8,1,2,513,13,0,0,1,0,0,0,0,0,1,0
1865,6,1970,1970,525.0,1,915,1008,1403,2411,2,1.0,8,1,2,570,37,0,1,0,0,0,0,0,1,0,0
692,6,1926,2004,0.0,1,468,818,818,1224,1,1.0,5,0,1,210,83,0,1,0,0,0,0,0,0,1,0
2902,8,2005,2006,208.0,2,1460,1868,2028,2028,2,2.0,7,2,3,880,1,0,0,1,0,0,0,0,1,0,0
508,8,2008,2008,240.0,2,0,1696,1696,1696,2,2.0,7,0,3,972,1,0,0,1,0,0,0,0,0,0,1
2638,5,1948,1950,264.0,1,276,1212,1226,1668,1,1.0,6,0,1,240,58,0,1,0,0,0,0,0,0,0,1
36,6,1978,1978,0.0,1,311,855,855,1456,2,1.0,7,1,2,440,32,0,1,0,0,0,0,0,0,1,0
611,6,1964,1964,115.0,1,564,1127,1445,1445,1,1.0,7,1,2,645,45,0,1,0,0,0,0,0,1,0,0
2281,4,1963,1963,0.0,1,633,1064,1040,1040,1,1.0,5,0,2,648,44,0,0,1,0,0,0,0,0,1,0
1678,6,1973,1973,265.0,1,0,672,672,1218,1,3.0,7,0,1,264,34,0,1,0,0,0,0,0,1,0,0
1696,9,2007,2007,456.0,3,1812,2552,2552,2552,2,3.0,8,2,3,932,0,0,0,1,0,0,0,0,0,0,1
1557,4,1910,2000,0.0,1,0,356,671,1049,1,1.0,5,0,1,195,98,0,0,1,0,0,0,0,0,1,0
2180,5,2005,2006,0.0,1,611,734,734,1408,2,1.0,6,0,2,489,2,0,0,1,0,0,0,0,0,1,0
1726,8,2006,2006,176.0,2,24,1324,1324,1324,2,2.0,6,1,2,550,1,0,0,1,0,0,0,0,1,0,0
951,6,1977,1977,0.0,1,767,902,926,926,1,1.0,5,1,1,351,32,0,1,0,0,0,0,0,0,1,0
267,7,1997,1997,0.0,2,0,1040,1044,2098,2,2.0,9,1,2,621,13,0,0,1,0,0,0,0,0,1,0
2706,4,1963,1979,51.0,1,547,1051,1382,1382,1,1.0,6,1,2,459,43,0,1,0,0,0,0,0,1,0,0
2221,6,1957,2004,106.0,1,1186,1477,1839,1839,2,2.0,7,2,2,416,50,0,0,1,0,0,0,0,1,0,0
1357,6,1910,1983,0.0,1,196,1242,1242,1984,2,1.0,8,0,1,360,98,0,0,1,0,0,0,0,0,1,0
2901,8,2005,2006,198.0,2,1350,1728,1960,1960,2,2.0,8,2,3,714,1,0,0,1,0,0,0,0,0,0,1
347,7,1996,1997,32.0,1,284,384,958,1628,2,1.0,7,1,2,390,13,0,0,1,0,0,0,0,1,0,0
2164,7,2005,2005,0.0,2,709,1169,1190,1190,2,2.0,5,0,2,578,2,0,0,1,0,0,0,0,0,1,0
1586,8,2003,2003,226.0,2,871,1482,1482,2262,2,2.0,10,2,3,749,5,0,0,1,0,0,0,0,0,0,1
360,6,1993,1993,45.0,1,0,1181,1190,1190,2,2.0,6,1,2,430,16,0,0,1,0,0,0,0,1,0,0
1769,7,1996,1997,0.0,2,862,1117,1127,2013,2,1.0,8,1,2,455,11,0,0,1,0,0,0,0,0,1,0
2617,7,1959,1959,58.0,1,0,0,1472,1472,2,2.0,5,1,2,484,47,0,0,0,1,0,0,1,0,0,0
1879,5,1964,1964,84.0,1,40,1728,1728,1728,2,1.0,10,0,1,352,43,0,1,0,0,0,0,0,1,0,0
991,6,1970,1970,0.0,1,865,1205,2117,2117,2,1.0,7,2,2,550,38,0,1,0,0,0,0,0,0,1,0
1535,5,1938,1950,0.0,1,0,884,932,1374,1,1.0,6,0,1,225,70,1,0,0,0,0,0,0,0,1,0
1191,5,1965,1965,0.0,1,0,1625,1625,1625,2,1.0,8,0,2,484,43,0,1,0,0,0,0,0,0,1,0
1579,7,2008,2008,60.0,2,0,796,796,1612,2,2.0,6,0,3,666,0,0,0,1,0,0,0,0,0,0,1
1882,6,1960,1998,0.0,1,498,958,958,958,1,1.0,5,0,1,301,47,0,1,0,0,0,0,0,0,1,0
1510,4,1954,1972,0.0,1,0,941,997,1470,2,1.0,7,0,1,548,54,0,0,1,0,0,0,0,0,1,0
2196,5,1923,1950,0.0,1,371,1296,1296,2592,2,1.0,12,0,0,0,84,0,0,1,0,0,0,0,0,1,0
1845,6,2000,2000,513.0,2,420,756,756,1512,2,2.0,4,1,2,440,7,0,0,1,0,0,0,0,1,0,0
2336,9,2005,2006,550.0,2,0,1390,1390,2795,3,3.0,10,1,3,660,1,0,0,1,0,0,0,0,1,0,0
942,5,1920,1950,0.0,1,0,596,596,1192,1,1.0,6,0,1,189,89,0,0,1,0,0,0,0,0,1,0
861,5,1972,2003,0.0,1,660,768,768,768,1,1.0,5,0,1,396,37,0,1,0,0,0,0,0,0,1,0
2555,4,1946,1950,0.0,1,384,747,774,1230,1,1.0,5,0,1,305,60,0,1,0,0,0,0,0,0,1,0
1392,5,1954,1954,0.0,1,1064,1383,1383,1383,1,1.0,6,1,1,354,54,0,0,1,0,0,0,0,0,1,0
2099,8,2007,2007,306.0,2,0,1643,1651,1651,2,2.0,7,1,3,870,0,0,0,1,0,0,0,0,0,0,1
1543,6,1980,1980,0.0,1,366,516,516,1032,1,1.0,5,1,2,462,28,0,1,0,0,0,0,0,0,1,0
948,7,2003,2003,0.0,2,1351,1434,1518,2149,1,2.0,6,1,2,670,6,0,0,1,0,0,0,0,0,1,0
1239,5,1959,1998,0.0,1,1053,1248,1440,1440,2,2.0,7,0,1,480,49,0,1,0,0,0,0,0,0,1,0
22,7,1974,1974,81.0,1,885,1053,1173,1173,2,2.0,6,2,2,528,36,0,1,0,0,0,0,0,1,0,0
2796,7,2002,2002,295.0,2,986,1654,1654,1654,2,2.0,6,0,3,900,4,0,0,1,0,0,0,0,0,0,1
2747,6,1985,1985,85.0,2,1258,1298,1298,1298,2,2.0,5,1,2,403,21,0,1,0,0,0,0,0,1,0,0
92,8,1993,1993,504.0,2,250,1231,1251,2349,2,2.0,9,1,3,762,17,0,0,1,0,0,0,0,1,0,0
210,5,1959,1959,90.0,1,766,1422,1675,1675,2,1.0,8,2,1,365,51,0,1,0,0,0,0,0,1,0,0
1858,8,1978,1998,0.0,2,881,1057,1295,1295,1,2.0,4,2,2,571,29,0,1,0,0,0,0,0,0,1,0
2228,8,1988,1988,0.0,1,577,1004,1020,1020,1,1.0,4,0,2,509,19,0,1,0,0,0,0,0,0,1,0
447,7,2009,2009,268.0,2,0,1502,1502,1502,2,2.0,7,0,2,644,0,0,0,1,0,0,0,0,0,0,1
827,7,2006,2006,180.0,2,1334,1604,1604,1604,2,2.0,8,1,2,660,3,0,0,1,0,0,0,0,0,0,1
1649,7,1979,1979,549.0,1,758,780,1085,1930,2,2.0,9,1,2,481,28,0,1,0,0,0,0,0,1,0,0
682,5,1958,1965,0.0,1,504,1029,1339,1339,1,1.0,6,0,1,294,51,0,1,0,0,0,0,0,0,1,0
2698,6,1930,1950,0.0,1,343,984,984,984,1,1.0,6,0,1,308,76,1,0,0,0,0,0,0,0,1,0
494,7,1999,1999,0.0,1,0,384,774,1430,2,1.0,7,1,2,410,10,0,0,1,0,0,0,0,0,1,0
214,4,1907,1950,0.0,1,73,707,942,1884,1,1.0,7,0,0,0,103,0,1,0,0,0,0,0,0,1,0
2441,7,2006,2006,0.0,2,0,1035,1082,2322,3,2.0,8,0,3,617,0,0,0,1,0,0,0,0,0,1,0
2679,5,1925,1950,0.0,1,489,768,1015,1015,1,1.0,6,0,1,450,81,1,0,0,0,0,0,0,0,1,0
1336,5,1924,2003,0.0,1,0,949,949,949,1,1.0,5,1,2,370,84,1,0,0,0,0,0,0,0,1,0
465,7,2005,2005,0.0,2,0,728,728,1456,2,2.0,8,1,2,390,4,0,0,1,0,0,0,0,0,1,0
1524,6,1926,1950,0.0,1,379,644,672,1316,1,1.0,6,1,1,369,82,1,0,0,0,0,0,0,0,1,0
2543,5,1958,1958,0.0,1,521,864,864,864,1,1.0,5,0,2,624,48,0,1,0,0,0,0,0,0,1,0
631,5,1956,1956,164.0,2,856,1169,1144,1144,1,1.0,6,0,1,286,53,0,1,0,0,0,0,0,1,0,0
2452,8,1994,1995,501.0,2,380,1290,1305,2494,2,2.0,9,1,3,803,12,0,0,1,0,0,0,0,1,0,0
228,6,1978,1978,328.0,1,438,672,672,1386,2,1.0,6,1,2,440,32,0,1,0,0,0,0,1,0,0,0
126,5,1962,2001,144.0,1,1500,1728,1728,1728,2,1.0,10,0,0,0,48,0,1,0,0,0,0,0,1,0,0
1092,7,2007,2008,176.0,2,876,1350,1358,1358,2,2.0,6,1,2,484,1,0,0,1,0,0,0,0,0,0,1
1122,7,2007,2008,0.0,2,0,1372,1372,1372,2,2.0,6,0,2,529,1,0,0,1,0,0,0,0,0,1,0
932,6,1954,1954,420.0,1,784,1310,1906,1906,1,1.0,6,2,2,576,55,0,0,1,0,0,0,0,0,0,1
1980,4,1885,1995,0.0,1,0,641,1047,1047,1,1.0,6,0,1,273,122,1,0,0,0,0,0,0,0,1,0
2171,4,1965,1965,48.0,1,520,960,960,960,1,1.0,6,0,1,432,42,0,1,0,0,0,0,0,1,0,0
551,6,1986,1986,141.0,1,331,676,698,1400,2,1.0,6,0,2,465,23,0,1,0,0,0,0,0,1,0,0
2768,6,1968,1968,0.0,1,853,1388,1388,1388,2,1.0,6,1,2,522,38,0,1,0,0,0,0,0,0,1,0
2056,5,1966,1966,0.0,1,180,894,894,894,1,1.0,5,0,1,384,41,0,1,0,0,0,0,0,0,1,0
1159,9,1993,1994,568.0,2,520,1848,1827,2786,2,2.0,10,1,2,636,15,0,0,1,0,0,0,0,1,0,0
2645,4,1900,1950,0.0,2,0,938,1084,1951,2,0.0,9,0,2,576,106,0,0,1,0,0,0,0,0,1,0
1174,7,1999,2000,216.0,2,600,672,684,1404,2,2.0,5,0,2,462,9,0,0,1,0,0,0,0,1,0,0
2266,7,1990,1991,117.0,2,902,1156,1187,1717,2,2.0,7,1,2,400,17,0,1,0,0,0,0,0,1,0,0
2462,9,2006,2006,0.0,2,1836,2036,2036,2640,3,3.0,11,1,3,792,0,0,0,1,0,0,0,0,0,1,0
1219,5,1960,2000,0.0,1,528,1118,1118,1118,1,2.0,6,0,1,264,48,0,1,0,0,0,0,0,0,1,0
2922,6,1976,1976,0.0,1,936,1728,1728,1728,2,1.0,8,0,2,574,30,0,1,0,0,0,0,0,0,1,0
118,5,1966,1966,172.0,1,698,1232,1232,1232,1,1.0,6,0,2,490,44,0,1,0,0,0,0,0,1,0,0
474,7,2005,2006,11.0,2,16,1145,1145,1145,2,2.0,5,1,2,397,4,0,0,1,0,0,0,0,1,0,0
2576,6,1960,1960,175.0,1,565,1383,1383,1383,1,1.0,7,0,1,292,46,0,1,0,0,0,0,0,1,0,0
872,8,2002,2003,164.0,2,1360,1822,1828,1828,2,2.0,7,1,2,523,7,0,0,1,0,0,0,0,1,0,0
1077,8,2006,2007,196.0,2,24,1342,1342,1342,2,2.0,6,1,2,550,2,0,0,1,0,0,0,0,1,0,0
1536,6,1951,1951,88.0,1,500,1091,1091,1091,1,1.0,5,1,1,344,57,0,0,1,0,0,0,0,1,0,0
1150,5,1963,1963,0.0,1,53,984,984,984,1,1.0,5,1,1,384,45,0,0,1,0,0,0,0,0,1,0
2341,8,2005,2006,238.0,2,1422,1814,1826,1826,2,2.0,7,1,3,758,1,0,0,1,0,0,0,0,1,0,0
1931,5,1953,2006,0.0,1,408,864,1154,1154,1,3.0,6,0,1,336,54,0,1,0,0,0,0,0,0,1,0
2785,5,1969,1969,0.0,1,523,971,971,971,1,1.0,5,1,1,300,37,0,1,0,0,0,0,0,0,1,0
2538,5,1966,1966,0.0,1,799,1051,1051,1051,1,1.0,6,0,1,264,40,0,1,0,0,0,0,0,0,1,0
597,7,1974,1974,252.0,1,698,1165,1165,2061,2,1.0,8,1,2,498,35,0,1,0,0,0,0,0,1,0,0
464,7,2003,2004,106.0,2,567,764,764,1626,2,2.0,6,0,2,474,6,0,0,1,0,0,0,0,0,0,1
233,7,1979,1979,0.0,2,1258,1332,1332,1524,0,2.0,4,1,2,586,31,0,0,1,0,0,0,0,0,1,0
2169,5,1967,1967,162.0,1,936,936,936,936,1,1.0,4,1,1,384,40,0,1,0,0,0,0,0,1,0,0
2123,6,1997,2006,0.0,1,539,635,646,1308,2,2.0,6,0,2,497,10,0,0,1,0,0,0,0,0,1,0
1867,6,1968,1968,196.0,1,910,1295,1295,1295,1,1.0,6,0,2,528,39,0,0,1,0,0,0,0,1,0,0
137,7,1970,1989,287.0,1,912,1947,2207,2207,2,1.0,7,1,2,576,40,0,1,0,0,0,0,0,1,0,0
515,7,2009,2009,0.0,1,822,900,932,1852,2,2.0,7,1,2,644,0,0,0,1,0,0,0,0,0,1,0
933,6,1980,1980,0.0,1,0,516,516,1032,1,1.0,5,1,2,452,29,0,1,0,0,0,0,0,0,1,0
2784,6,1978,1978,123.0,1,595,995,1282,1282,2,1.0,6,0,3,672,28,0,1,0,0,0,0,0,1,0,0
972,6,1998,1998,320.0,1,866,1204,1204,1204,2,1.0,5,0,2,412,11,0,0,1,0,0,0,0,1,0,0
599,6,1967,1967,0.0,1,251,1372,1342,1342,2,1.0,7,1,2,457,42,0,1,0,0,0,0,0,0,1,0
2614,6,1959,1959,207.0,1,414,864,864,864,1,2.0,4,0,1,288,47,0,1,0,0,0,0,0,1,0,0
2582,5,1979,1979,0.0,1,943,943,943,943,1,1.0,4,2,2,600,27,0,1,0,0,0,0,0,0,1,0
1409,6,1918,1950,0.0,1,0,1163,1163,1674,2,1.0,8,1,2,396,90,1,0,0,0,0,0,0,0,1,0
175,3,1915,1950,0.0,2,0,840,840,1605,2,1.0,8,0,1,379,95,0,1,0,0,0,0,0,0,1,0
352,8,1998,1998,0.0,1,341,1418,1478,1478,2,1.0,5,0,2,495,11,0,0,1,0,0,0,0,0,1,0
976,4,1970,2002,0.0,1,515,630,630,630,1,2.0,3,0,1,286,39,0,1,0,0,0,0,0,0,1,0
2134,7,2003,2003,101.0,2,0,840,840,1668,2,2.0,8,0,2,500,4,0,0,1,0,0,0,0,1,0,0
984,5,1985,1985,0.0,1,625,833,833,833,1,1.0,5,0,0,0,24,0,1,0,0,0,0,0,0,1,0
2396,9,2003,2004,0.0,2,1274,1896,1944,1944,2,3.0,8,3,3,708,3,0,0,1,0,0,0,0,0,1,0
1673,7,1998,1998,182.0,1,584,723,767,767,1,1.0,4,0,1,367,9,0,0,1,0,0,0,0,1,0,0
404,5,1970,1970,312.0,1,765,765,765,1365,1,1.0,7,0,2,440,39,0,1,0,0,0,0,0,0,1,0
607,5,1961,1995,217.0,1,310,1313,1313,1313,1,2.0,6,1,2,610,48,0,1,0,0,0,0,0,1,0,0
814,5,1979,1979,216.0,1,1094,1094,1229,1229,0,2.0,6,2,2,672,30,0,1,0,0,0,0,0,1,0,0
868,7,2002,2002,0.0,2,0,840,840,1725,2,2.0,6,0,2,550,7,0,0,1,0,0,0,0,0,1,0
2271,6,1996,1996,203.0,2,0,1491,1491,1491,2,1.0,7,1,2,571,11,0,0,1,0,0,0,0,1,0,0
1633,7,1984,1984,0.0,2,828,1190,1190,2090,2,2.0,6,1,2,577,23,0,1,0,0,0,0,0,0,1,0
337,5,1985,1986,0.0,1,0,1216,1216,2432,4,1.0,10,0,2,616,25,0,0,1,0,0,0,0,0,1,0
2765,5,1964,1964,621.0,1,812,1624,1582,1582,2,1.0,7,0,2,390,42,0,1,0,0,0,0,1,0,0,0
1746,7,2004,2004,0.0,2,1300,1530,1530,1530,2,2.0,7,1,3,630,3,0,0,1,0,0,0,0,0,1,0
368,8,2008,2008,464.0,2,0,2046,2046,2046,2,2.0,7,1,3,834,1,0,0,1,0,0,0,0,0,0,1
2806,7,2003,2003,0.0,2,1000,1390,1390,1390,2,2.0,7,0,2,545,3,0,0,1,0,0,0,0,0,1,0
1662,6,1974,1974,0.0,1,931,1084,1084,1877,2,1.0,8,1,2,488,33,0,1,0,0,0,0,0,0,1,0
